"","Post","Average_Severity"
"1799"," ok  im just dying to know then who  in all the world  actually put your feet up to their face and smelled your feet i can barely type that without laughing about itbra dont be anonymous share your name ",0
"1800"," ok  to answer your question honestly  i do want to smell your feet  but i swear the truth is that i did not ask you those questions  previously that honestly was someone elsebra ",0
"1801"," okay  thats all for a little bit  ive been having some trouble with people not wanting questions and being bitchy about it  if you dont want any further questions please message me in my inbox and you will be removed without a fight thanks  guys bra yep yep",0
"1802"," okay i am done for right now i can smell brains frying all the way from here ask me stuff  thank youbra haha okay ",0
"1803"," okay i am done spamming for right now i will more later tonight my husband is cooking dinner and i am about to eat but please spam me back and i hope you all have a great night  chloroformgrlbra k",0
"1804"," okay so heres another filipino word quotmabutiquot which means im okay  haha my cousin from ca is here in the philippines now and i kinda have a hangover from teaching him lolbra hahahahaha thats funny i wanna learn so i can read all the questions you answer in filipinohaha its not fair",0
"1805"," okay well my computer wont let me ask you anymore question right now emahsnouoy haha so ill hit you up later bra just so you know ",0
"1806"," omg   i did  s yeay meeee  bra hahhahah yeah you",0
"1807"," omgee i get super shy when i get a brazilian wax do you girls get shy too if you get one or your like we guys do you like your girls waxed down there or it dont matterbra nope i dont do that lol too expensive i have other thing i could put that money toward",0
"1808"," on a scale of   how would you rate yourselfbra personality r physic r looks ",0
"1809"," on average how many texts do you send a daybra  lol",0
"1810"," one fun thing you did bra one ive done lots of fun things i go to parks and rollerblade ive been to panama beach with  other girls for vaca i got to spend an entire weekend with my family this past weekend i paint colorful paintingslots of fun things",0
"1811"," one night you wake up because you heard a noise you turn on the light to find that you are surrounded by mummies the mummies arent really doing anything  theyre just standing around your bed what do you dobra go back to sleep and hope its a dream hahahahahha",0
"1812"," one person who have touched your heart the mostbra god",0
"1813"," one place youd like to explore the most  dbra egypt ",0
"1814"," one thing you want badlybra for money not to be the root of all evil and the rule of most of humanity i hate money",0
"1815"," one thing you would want to disappear on this planetbra greed",0
"1816"," one weird fact about youbra ive only been flipped off once in my entire life and it was when i first started driving some guy cut me off coming onto a highway from a rampso i flipped my lights to let him know i was there because i had to slam on my brakes and he flipped me off r it hurt my feelings and throw a fit anytime im with someone with road rage that flips someone else off i make them feel bad about why it was even necessary in the first placehahaha",0
"1817"," only english native people how does spanish sound to youbra like another languagei know some ",0
"1818"," ow much cash do you have on youbra none i dont have pockets on right now lol",0
"1819"," people say quoti dont knowquot alot is that a real answer personally i think notbra nooo hahaha i mean if you really dont know but its usually you just cant think of something to put down which defeats the purpose of having one of these i believe",0
"1820"," person you talk on the phone with the mostbra my dad i thnk haha",0
"1821"," peter pan or captain hook u who is coolerbra dang peter pan of course",0
"1822"," please can i poop in your mouthbra no and anonymousness is just your way of not being able to show yourself at least have the dignigty to leave your name if your going to talk bahahha",1
"1823"," please stop harassing me on my formspring bra i dont harass people on formspring will you stop harassing me  you keep leaving anonymousness on my page r keep your negative thoughts off my fs please and thank you very much ",1
"1824"," prada or jansportbra jansport ",0
"1825"," pssh i dont know what that person is talking about  you seem awesome to mebra haha thanks i hear that a bit",0
"1826"," pussy cat dolls or paradiso girlsbra pcd all the way ",0
"1827"," r do you randomly start giggling and cant quitbra sometimes",0
"1828"," r do you think their parents know they are stalkersbra huh",1
"1829"," r how much do looks matter to you in a guygirlbra they matter but they arent the decision",0
"1830"," r if today is tommorrow  and tommorrow is today  what day is todayr bra friday the th errryyyhhaha",0
"1831"," random song of the daybra its only life katie vougel",0
"1832"," remember cassie lolbra no whos cassie",0
"1833"," rhianna next year lolbra definantly  cant waittt",0
"1834"," robot chicken is a funny ass cartoon  in cartoon network for those who dont know  i watch it around  bra okay ill check it out",0
"1835"," say say say  finish the versebra say my name say my namehaha",0
